id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
r2718,kira,blowes,4,goyder street,bellfield,davistown,2166,sa,19890603,1610583
r2719,brooklyn,van de kamp,29,nummerak close,weerona grabben gullen,clifton springs,5097,nsw,19900906,1277188
r2720,willow,bennell,82,holyman s treet,,wetherill park,3030,,19330323,6683840
r2721,timohy,nevilel,21,fihelly street,villa 2,st lcuia,3108,wa,19781123,1955388
r2722,madeleine,bibb,22,henty street,walea,nambour,4500,tas,19970902,9875243
r2723,mila,tongyode,195,dingo dlats,touristpark,gray,3620,vic,19071010,8299710
r2724,danidlle,fleet,26,watterson place,,elsternwick,2450,nsw,19660616,7967457
r2725,makayla,thorpe,15,macdonnell street,yakilli park,kogarah,3450,qld,19440116,1754223
r2726,olivia,tiffin,1,de lissa street,sunnyspot farm,peregian beach,3500,tas,19110102,2900307
r2727,emiily,,309,star close,silverweir,yarram,4505,vic,19950402,5928066
r2728,sophie,bullock,6,boolee street,,port fairy,6076,sa,19510426,3859714
r2729,david,goldsworthy,8,palmer street,kilburnie,caulfield north,2200,vic,19650226,3383985
r2730,louise,breheny,13,hawker street,byamee,woodcroft,2165,sa,19460104,3854020
r2731,emiily,pardey,678,cane place,rhodes cottage,gidgegannup,2097,nsw,19710322,4534889
r2732,cadwallader,cooper,48,mckillopc ircuit,ohio ststion,kellyikle,4165,vic,19560918,9773620
r2733,chelsea,o'day,115,,woodleigh,woodlands,3179,nsw,19060726,9669480
r2734,eboni,pantazopoulos,147,allott place,wyoming park,aldgate,2325,sa,19860807,9030076
r2735,lily,ho,495,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343
r2736,sophie,pasoce,160,,lamingtonnstional,pacific paradise,3248,sa,19941127,9967952
r2737,melissa,redmeind,11,crawford crescent,braemore,monbulk,4852,sa,19501114,7547575
r2738,barnaby,siggins,51,hurley street,lakes retirement estate,kempsey,5162,vic,19981021,5752610
r2739,alisa,ezis,55,lowerson place,littled ale,heahtfield,6006,vic,19910312,8388422
r2740,brooke,nguyen,,truganini place,tallinga park,chelsea heights,6062,vic,19240812,8781682
r2741,darcy,shepherd,23,,unt 2,kinrsos,2540,nsw,19771226,6039792
r2742,hamish,gilles,157,godfrey street,cassadraeen,burleigh wqters,2370,nsw,19180822,6415612
r2743,samuel,voivodich,43,manton place,brentwod o vlge,budtdina,4218,nsw,19820724,2733496
r2744,cannell,elal,18,mainwaring rich circuit,kincumbern autical vlge,asquith,4075,nsw,19570915,2076456
r2745,abby,robsno,19,anzac park,chanak,ettalong,3149,qld,19840131,7511641
r2746,georgia,cookson,27,turner place,kapeia,salisbury east,3804,qld,19530305,2134191
r2747,kaitlin,dixon,33,ware place,spylaw farm,morwell,2617,nsw,19420804,4342419
r2748,dominmic,dixon,40,candlebark close,elmwood,orangr,4178,act,19420309,4798978
r2749,,morrison,42,parnell place,,davistown,2580,nsw,19620915,3101161
r2750,stephatnie,spogn,119,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901,6128280
r2751,henry,bloomfield,97,mcdougall street,bendigo retirement village,rosebud,4563,wa,19321112,1646845
r2752,charlie,roussounis,13,gledden street,woorabinda,craigomre,6076,nsw,19461111,7379154
r2753,kyra,wilde,26,groom street,binbimbie,young,3859,qld,19220601,6073461
r2754,christian,white,10,boolee street,noss,doubleview,4352,nsw,19491125,2992541
r2755,melissa,redmondu,11,braemore,alroy circuit,long jetty,4852,sa,19501114,7547575
r2756,reece,garn egt,,maclagan street,environa,carlingford,0879,nt,19390828,3123598
r2757,alia,dobrzycki,3,brittlebankcircuit,yarratbah,loganlea,2790,vic,19960130,4588807
r2758,ronan,anthomy,100,newman morris circuit,old lake thotel,chittering,2148,vic,19710321,5778625
r2759,emmet,george,,curtin shopping centre,palm lake resort,newington,4860,sa,19860806,4029448
r2760,zacariah,morcom,8,dixon drive,bletchly park,toowoomba,2068,wa,19020803,1961455
r2761,caleb,lund,,dookie street,yarraibe,harrictown,3218,nsw,19340220,3084413
r2762,kimberly,pavli,346,pennefather street,,north sycney,3056,nsw,19600628,8999689
r2763,erin,maynard,51,wilshire street,warialda,little irver,2777,vic,19970430,1815999
r2764,jack,stanfield,,weddin circuit,holmeleigh,madora,4350,wa,19061202,7739222
r2765,eliza,sherriff,30,a'beckett street,,craigie,4280,nsw,19471027,9700056
r2766,sarah,petersen,81,shenton crescent,vincent court,birkdale,4311,act,19770508,3615543
r2767,grace,chitti,16,neeld place,treasalee,wyoming,3501,wa,19670723,9584513
r2768,aidan,walkley,3,bunbury street,glenview,ryde,2579,sa,19980813,1928366
r2769,isabella,white,74,chowne street,short st (cnr first ave) & albion park r,para h ilsl,3149,sa,19380127,1518649
r2770,,cochrane,192,wollongong street,sec 488,bayswater,4172,vic,19311213,5453149
r2771,zachariah,walkley,55,thornhill crescent,brentwood vlge,little mountain,2283,tas,19710311,9623159
r2772,mitchell,nguyen,3,pleasance place,boxwood vale,sippy downs,2560,qld,19131126,8058525
r2773,stella,chandler,50,ebdenstreet,rosettavillage,coffs harbour,6304,vic,19741215,8164610
r2774,charlie,eberg,21,brewster place,summerdale medical centre,frankston,4570,vic,19711020,3939901
r2775,lachlawn,hersey,26,southern cross drive,teazles,frankston,2065,sa,19620521,8117786
r2776,george,ferrar,,ballumbir sxtreet,rich zedaows,highgate,4558,nsw,19510224,1348684
r2777,anthony,coulosn,2,clarkso street,cadogan,tin can bay,3084,vic,19380218,4284362
r2778,jack,myriti,86,phillip avenue,cheviot hills,hat head,4305,qld,19020104,2920677
r2779,,campbell,19,loder place,eden mpark,rowville,3040,sa,19570115,5304980
r2780,caitlin,burford,34,rowell place,johnflynn medical centre,daw park,3556,nsw,19810303,7549173
r2781,ashleigh,haverfield,40,kinsella street,,coonamble,5008,sa,19380317,4274253
r2782,thomas,george,1,mcmanus place,stoney creek,north turramurra,3130,sa,19630225,5460534
r2783,alisa,ezis,55,lowerson place,littledale,heathfield,6007,vic,19910312,8388422
r2784,riley,green,46,barwon street,pink lake caravan park,wangaratta,2168,wa,19630414,4942246
r2785,charlotte,vincent,9,williamson street,lasswade,toowoomba,4814,nsw,19430214,1033071
r2786,karissa,creten,185,beattie crescent,birrabilla,moranbah,2525,nsw,19360703,2328993
r2787,sophie,waller,24,copland drive,suunybrae,mona vale,2285,vic,19380705,2972902
r2788,joshua,stephenson,14,hamersley place,henry kendall hostel,dilston,2319,sa,19121112,9006084
r2789,sam,webb,5,deamer crescent,belaradah,west lakes shore,2570,wa,19361215,4408444
r2790,holly,,21,vansittart crescent,mannafields farm,coomallo,3047,wa,19361103,6664841
r2791,emiily,beams,23,kingscote crescent,cromdzle,warrae,6163,nsw,19481014,5500494
r2792,finlay,rivers,5,crisp circuit,kersey' south,newstead,2071,vic,19111130,1094276
r2793,lachlan,crouch,1,gillespie street,mt annan,penrith,5040,wa,19280711,1476916
r2794,alisa,marous,,algan street,belvedere,ballina,3274,qld,19061125,7818366
r2795,brooke,nguyen,98,,chobe,yarracille,2107,wa,19960816,9574103
r2796,oliver,salt,25,mcmillan crescent,halls of residencedmonash university,coffs harbour,7301,qld,19311218,7369494
r2797,isabela,singleton,80,verbrugghen street,rio rita caravn park,largs,5021,vic,19071228,6508426
r2798,robert,mccarthy,9,gudgenby close,ocean star villas,cairns,3540,nsw,19070923,5234558
r2799,arabella,stubbs,,ringrose crescent,,millmerran,5007,wa,19261116,7685033
r2800,jayden,glsas,250,warrego cicuit,sec 202,frankston,6201,qld,19640219,6764035
r2801,cooper,rushforth,6,tanderra crescent,torquay,rothwell,2115,nsw,19900914,9558215
r2802,maczkowiack,finn,32,oxley street,bulliacs treet,wantinra,2196,nt,19101031,4732796
r2803,yasmin,quilliam,45,mcculloch street,brackengrae,hurstbridge,5107,sa,19991207,5083417
r2804,pearson,koopman,2595,hagelthorn street,grammar school,petersham,2009,nsw,19730624,7232132
r2805,,white,6,curlewis crescent,emu hill,upwey,2460,qld,19130119,7900611
r2806,lucas,,177,maloney street,dalkeith cottage,craigmore,3595,vic,19111207,3698504
r2807,sophie,bullock,7,boolee street,,port fairy,6076,sa,19510426,3859714
r2808,graice,morriwon,66,quinlivan crescent,,caulfield north,4102,vic,19460909,3999669
r2809,aimee,trzcinski,117,jacobs street,blue hills,frankston,2198,nsw,19280418,8941279
r2810,,kempton,8,homburg street,yellow dam,blackotwn,3122,vic,19021108,8283089
r2811,jinni,onglrey,5,,mt stirt,coombabah,6007,vic,19200511,1805536
r2812,louis,zierholz,6,manifold place,beltrasna angus stud,barrack heights,5520,vic,19661015,7022760
r2813,blak,aldous,4,yambina crescent,nort hdara,west perth,3805,nsw,19811017,2067414
r2814,georgia,pettigrove,5,sinclair street,,prairie,2478,nsw,19231019,9695933
r2815,talia,olivefi,72,ankaa place,westlkeigh,mosman,3311,qld,19020831,8405432
r2816,toby,mason,71,smyth place,hartley st school,redhead,2212,qld,19971021,9080629
r2817,jessica,aldoud,4,yambina crescent,northd ara,brunswci k heads,3805,nsw,19811017,2067414
r2818,kyle,matthews,5,tristania street,lindis faime,lower templestowe,3351,qld,19930618,9797918
r2819,caresse,lyden,13,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803,3017029
r2820,kayne,gillard,168,bursaria street,,leeton,2621,nsw,19340427,8329801
r2821,caitlin,gallirhir,42,lanley square,cashbaxr,rochedale south,2790,sa,19621226,3809831
r2822,leo,robson,13,nullagine street,,ingham,3840,vic,19560910,7184177
r2823,ashlie,herbetr,14,spensley place,baptist retirement,whalan,3978,sa,19530521,6463138
r2824,damny,petersen,12,owen dixon drive,reg simpob court,minto,3029,wa,19441022,6090944
r2825,nicholas,lovelock,8,collingridge street,rooganore,ardeer,2756,act,19911014,8010826
r2826,zarran,fenwikc,,thom crescent,wallendoon station,mount evelyn,6163,tas,19001007,4000010
r2827,griffin,hannett,13,andrews street,booroondoo north,craigmore,6009,nsw,19290315,9735493
r2828,ainslye,blake,60,endeavour street,sheep station,redhesd,7015,qld,19860920,1261880
r2829,bianca,matthwes,5,wentwort h avenue,mt pleasant,toowoomba,3585,nsw,19140128,9714560
r2830,michaela,thrussell,27,markell place,,frenchs forest,6728,qld,19250608,1947368
r2831,jack,brock,45,duhig place,,boyaunp,2484,nsw,19800422,8460078
r2832,alia,dobrzycki,3,brittlebank circuit,yarrabmah,loganlea,2709,vic,19960130,4588807
r2833,olivia,green,47,mugga way,dunoon (cnr camp r road,avenell heights,6148,vic,19051029,6438790
r2834,takeisha,kaufman,,holman street,mclean vlge,cooroy,2229,vic,19970116,5410937
r2835,teneille,lamprey,23,forrest place,terra nostra,baysware north,4160,vic,19281101,9687938
r2836,eliza,runfle,19,warabin crescent,east oad,mermaid waters,2644,nsw,19480101,3405386
r2837,chelsie,kearnes,109,schomburgk street,glenveagh,dianella,5573,vic,19350421,7712196
r2838,rhys,schuetz,122,howarth place,villa 19,keysborough,2024,vic,19440909,5276446
r2839,owen,dudley,16,shumack street,shallow crossing,logan,2166,sa,19550402,2640696
r2840,jack,facci,37,packer street,somerton park,belrose,3806,sa,19960816,1697247
r2841,mikaela,white,19,anzacpark,,blair athol,4557,nsw,19811017,4853274
r2842,zac,passalacqua,67,durham place,bexley,ashwood,2222,nsw,19890206,1082732
r2843,,tadege,1,mcinnes street,,scarborough,2870,nsw,19001013,3817644
r2844,anita,brock,168,canaway place,rosetta zillage,mount warren park,2049,qld,19540610,4746605
r2845,tommi-lee,tiut,45,vincent place,aranmor,orchard h ills,7250,tas,19200805,1237681
r2846,jaggah,waller,26,hayfiel vlge,murray crescent,ferryden park,2015,nsw,19240709,9945221
r2847,jack,coleman,39,parkin street,tara park,tarragindi,4226,qld,19280820,1254211
r2848,connor,rawlings,70,,oxf ord,kuraby,4216,qld,19330925,2468428
r2849,sarah,gukulurruwuy,6,barrow place,elston,ryde,3064,wa,19121206,9247927
r2850,abbey,hoang,16,,robgil l farm,noble wpark,2444,wa,19621226,6810521
r2851,grace,george,1,hopegoodplace,willow lmdge,bonython,2550,nxw,19200909,7396495
r2852,jordan,ryan,16,carnegie crescent,tahmoor,millbrook,6004,vic,19900903,2479030
r2853,reece,miels,31,woronora street,wandearah,leslir vale,3110,nsw,19410117,4643316
r2854,chloe,crosthwaite,42,ashkanasy crescent,rosedale,canterbury,4215,nsw,19550722,8848058
r2855,joshua,green,17,lypiatt,maddock place,edgecliff,6244,qld,,4331979
r2856,daniel,rees,1,livingston avenue,st francis room,mooroolbark,3977,qld,19830926,8979554
r2857,,webb,10,barber crescent,gundaline,eleebana,3741,nsw,19281205,5814003
r2858,jamse,trevan,40,cumpston place,pacific palms caravn park,capetree,3350,qld,19620905,3977077
r2859,gemma,kopetow,21,morgan crescent,laane coree,largs north,2478,nsw,19461104,3397501
r2860,connor,grosser,16,herschell circuit,cladagh cottage,denhams beach,3083,qld,19230612,5253252
r2861,helena,ebert,21,garratt street,braeburn,aspley,2024,vic,19710327,2510937
r2862,riley,iacopetta,21,girdlestone circuit,,yackandandah,3797,qld,19660915,1021033
r2863,charlotte,glass,3,sculpto r street,green far m mates,hahndorf,2581,qld,19510713,3792276
r2864,caleb,hage,34,mcdermottstreet,the will ows,yamba,4360,sct,19110405,5267640
r2865,abby,toseland,55,haines street,hilldale,mosman,2877,sa,19100830,4439847
r2866,olivee,sal,25,mcmillan erscent,hallsof residence monash university,coffs harbour,7310,qld,19311218,7369494
r2867,cooepr,cadwalwlader,48,mckillop circuit,ohio station,kellyville,4175,vic,19560918,9773620
r2868,anastasia,green,,erindale drive,villa 102,portarlington,2285,nsw,19720728,3163826
r2869,rachel,,17,hilder street,berowra,palmerston,4740,nsw,19550530,6410415
r2870,ne ville,jack,21,fihellystreet,villa 2,st lucia,3108,wa,19781123,1955388
r2871,lauren,heenan,15,warland place,belebe,st clair,3630,sa,19490630,2210907
r2872,john-paul,binns,69,brand street,,mawson,4012,nsw,19070612,9026975
r2873,harrison,campain,34,ossa place,,mooroolbark,6155,vic,19870409,4394472
r2874,cobuy,berry,,agnewstreet,,cremorne,3088,vic,19570701,1390881
r2875,thomas,white,706,monaro crescent,birrabilla,point lonsdale,2088,wa,19310818,5855559
r2876,tahlia,vacchiani,,newland street,tahmoor,blackbutt,2304,qld,19041007,5476244
r2877,mitchell,,5,legge street,sec 552,campbellfield,2761,,19850131,3318920
r2878,callum,glossop,74,ratcliffe crescent,rowethorpe,st kilda east,6156,wa,19851219,1406566
r2879,,brokc,1,duhig place,,boynaup,2488,nsw,19800422,8460078
r2880,natalee,coleman,293,minns place,,waterman,3910,vic,19120405,3646292
r2881,cooper,coxon,8,downard street,homewood,laanecoorie,3128,sa,19070923,5430172
r2882,patrick,dargavlile,18,cerutty crescent,rosedale,st luca,3364,nsw,19770925,5982994
r2883,bailey,bevis,13,moorhouse street,,hawthorn,3220,nsw,19840317,9030562
r2884,kyle,rothe,296,tipping place,rosetta village,mittagong,2203,nsw,19520102,4930237
r2885,joshua,kenneialy,585,bardolph sgreet,gardebest,killlara,2500,wa,19880210,2571059
r2886,zarran,jiang,113,thom crescent,wallendoon station,mount evelyn,6163,tas,19001007,4000010
r2887,lachlan,thorpe,26,blinkhorn place,geekabee,cordeaux heights,2257,qld,19220128,5584987
r2888,laura,braunack,87,durville crescent,parkmoor,graceville,2536,nsw,19550419,6978084
r2889,joshua,parr,63,,,bungwahl,6251,vic,19950525,7710315
r2890,george,ferrar,,ballumbir street,richmeadows,highgtae,4558,nsw,19510224,8456781
r2891,jaiden,rollins,48,rossarden street,tulgeywood,balwyn north,2224,nt,19280722,7626396
r2892,aidan,nguyen,10,mackenzie street,port hedland regional hospital,camperdown,2573,nsw,,3707777
r2893,benjamin,carbone,18,wattle street,arthella,orange,3550,vic,19050820,3677127
r2894,caresse,thost,2,schlich street,wildefell,tahmoor,4121,nsw,19200424,1155162
r2895,oliver,green,22,fisken crescent,brackengrae,camp hill,2207,qld,19500515,3509865
r2896,andrew,warneke,56,namadgi circuit,carragarra,dalby,3000,nsw,19140410,5449129
r2897,caleb,hage,34,mcdermott street,dallyn,yamba,4350,act,19110405,5267640
r2898,jordsn,lanyon,287,,,mona vale,6230,qld,19161215,9181688
r2899,georgia,blake,7,huntly,bristin,jesmond,0830,wa,19470129,4756378
r2900,joel,ryamn,26,lance hill avenue,cameroo,forest hill,3070,nsw,19320239,7563426
r2901,isabella,shandley,57,fincham crescent,wilga,thebarton,2642,nsw,19520602,2401777
r2902,jackson,christo,840,fowles street,mou ntveiw,burleig heads,2830,sa,19830807,2932837
r2903,cambell,de la cruz,373,wirraway crescent,boxgrove,balaklava,2111,nsw,19870911,4131610
r2904,olivia,hobson,78,louis loder street,summitc ottage,kaleen,4870,nsw,19760812,4535695
r2905,chloe,arneil,113,pullen sreet,blue hills,belmlnt,4883,nsw,19951224,4389592
r2906,olivia,shepherd,39,burnage place,rowethorpe,winstonthills,3183,nsw,19320907,5731308
r2907,anthony,coulson,2,clarkso nstreet,cadogan,burrell creek,3094,vic,19380218,4284362
r2908,dylan,nguyen,10,mackey lace,cypress garden,tyalgum,2640,vic,19580111,4147733
r2909,brooke,ryan,46,hodgson crescent,karalta park,sale,3055,nsw,19830207,7996851
r2910,danielle,dent,12,kootara crescent,cave hill creek,wanniassa,4220,wa,19530118,3310083
r2911,tara,,320,winter street,yengola,wannero,3153,nsw,19460615,3244945
r2912,bryce,,16,meldrum street,rp 155232,arana hills,3128,nsw,19440613,4164990
r2913,oshaughnessy,bailez,19,araluen street,barclay downs,corlaville,2114,qld,19131103,4312580
r2914,nicolas,fogg,,safari ldoge,wilshire street,lemongrove,2011,wa,19901127,3325932
r2915,thorpe,makayla,15,macdonne ll street,yakilli park,kogarah,3450,qld,19440116,1754223
r2916,lock,emmerson,5,burnie s treet,gordale,thursdaq iland,3174,vic,19211129,3901477
r2917,samule,voivodich,43,manton p lace,brentwoo d vlge,buddan,4218,nsw,19820724,2733496
r2918,madisno,miels,75,woronora street,wandearah,leslie vale,3101,nsw,19770216,4643316
r2919,jessica,canton,31,canopus crescent,macarthur place,peregian beach,4670,vic,19840428,2398287
r2920,finn,garcia,12,yumba avenue,highpoint,toogoom,7322,wa,19640105,4449917
r2921,ainsley,blake,60,endeavour street,sheep station,redheda,7015,qld,19860920,1261880
r2922,jack,clapham,121,hadleigh circuit,school residence,somertoncpark,2714,qld,19960523,1214270
r2923,finlay,white,15,goodwin street,,salisbury heights,4228,qdl,19560628,1233871
r2924,connor,de angelis,31,pambula street,springdale,st peters,2640,vic,19720629,8260585
r2925,grace,george,1,hopegood place,willow lodge,mill park,3175,nsw,19200909,7396495
r2926,amber,frah,5,solomon crescent,stoney creek,leichhardt,2507,vic,19180701,3134475
r2927,mitchell,richmond,38,,wentworth house,,6148,nsw,19110605,4392610
r2928,tate,hingston,159,oxley street,wylarah,kurri kurri,5040,nsw,19680521,1955716
